SYMBOL,Industry,Sector,fiftyTwoWeekHigh,marketCap,dividend Rate,trailing PE,forward PE,priceToSales,Profit Margins,Operating Margins,Revenue Growth,Earnings Growth,ROA,ROE,Volume,DebtToEquity
TORNTPHARM,Drug Manufacturers - Specialty & Generic,Healthcare,3590.7,1161830858752,28.0,64.51513,,10.351456,0.16058001,0.25649,0.086,0.174,0.117130004,0.25366,551862,41.658
GODREJCP,Household & Personal Products,Consumer Defensive,1541.85,1321671852032,25.0,,58.507023,9.411498,-0.02636,0.19409001,0.018,0.135,0.09312,-0.02776,3223334,31.458
ITC,Tobacco,Consumer Defensive,528.5,6033428185088,15.0,29.408537,24.925064,8.030088,0.27337998,0.301,0.167,0.018,0.17,0.28645,30957425,0.402
PIDILITIND,Specialty Chemicals,Basic Materials,3415.0,1616858447872,16.0,84.749405,156.98518,12.769276,0.15105,0.21049,0.052,0.185,0.13292,0.23136999,479931,4.253
AXISBANK,Banks - Regional,Financial Services,1339.65,3679420678144,1.0,13.2444315,,5.5111175,0.41832,0.47516,0.102,0.188,0.01918,0.17764999,12798222,
UNITDSPR,Beverages - Wineries & Distilleries,Consumer Defensive,1647.5,1076624883712,9.0,74.08408,,9.452369,0.1245,0.15225,-0.008,0.004,0.09612001,0.19635999,1101473,6.787
BEL,Aerospace & Defense,Industrials,340.5,1990818660352,2.8,43.85668,36.313335,9.227557,0.21044001,0.27987,0.149,0.389,0.08809,0.27934,40403785,0.344
BRITANNIA,Packaged Foods,Consumer Defensive,6469.9,1383741784064,73.5,62.500275,69.674324,8.159928,0.12902,0.15993,0.06,0.105,,,176678,52.066
HINDUNILVR,Household & Personal Products,Consumer Defensive,3035.0,6245219041280,43.0,57.79721,,10.006761,0.16452,0.21694,0.019,-0.024,0.10564999,0.20233999,2760987,3.238
BAJAJHLDNG,Asset Management,Financial Services,11350.0,1137532600320,130.0,15.2671175,,63.374413,4.12681,0.81338996,0.22,-0.037,0.01476,0.118030004,23473,0.068
DIVISLAB,Drug Manufacturers - Specialty & Generic,Healthcare,6275.85,1534609850368,30.0,91.74338,102.67762,18.749052,0.20452,0.24835,0.191,0.208,,,1007907,0.022
LODHA,Real Estate - Development,Real Estate,1649.95,1082174668800,2.25,51.540474,,8.71225,0.16641001,0.24302,0.501,1.024,0.04513,0.13235,898226,43.778
ICICIBANK,Banks - Regional,Financial Services,1362.35,8848285892608,10.0,19.80205,33.090405,5.245654,0.26865,0.37387002,0.304,0.095,0.021370001,0.18274,13545764,
SUNPHARMA,Drug Manufacturers - Specialty & Generic,Healthcare,1960.35,4463713583104,13.5,42.915802,56.927784,9.070973,0.21113001,0.23733,0.06,0.405,,,2147984,4.878
KOTAKBANK,Banks - Regional,Financial Services,1942.0,3516756656128,2.0,16.128841,,4.6946826,0.29495,0.35261002,0.211,0.13,0.0298,0.16479999,2829210,
HCLTECH,Information Technology Services,Technology,1888.5,5017497501696,48.0,29.85254,26.779675,367.47455,0.14677,0.18577999,0.068,0.098,0.13455,0.24864,4077919,8.393
VBL,Beverages - Non-Alcoholic,Consumer Defensive,681.12,2042636664832,1.0,78.15857,61.05894,10.758336,0.13385999,0.18617001,0.241,0.24,,,4545198,77.304
TCS,Information Technology Services,Technology,4592.25,14712068636672,40.0,31.056643,25.842623,5.9157786,0.19076,0.24067,0.077,0.062,0.24511999,0.46772,1759429,8.836
NESTLEIND,Packaged Foods,Consumer Defensive,2778.0,2243737944064,32.25,73.5187,,11.370947,0.16399,0.20496,0.013,-0.01,,,1341317,9.475
INFY,Information Technology Services,Technology,1991.45,7759460827136,41.0,28.735338,25.722477,411.94843,0.17159,0.21107,0.037,0.042,0.14942001,0.31404,4688979,9.697
JSWENERGY,Utilities - Independent Power Producers,Utilities,804.9,1199625338880,2.0,58.470284,107.19552,10.508502,0.17149,0.39938,-0.007,-0.056,0.040170003,0.082399994,2918552,109.09
BOSCHLTD,Auto Parts,Consumer Cyclical,39088.8,1068436488192,340.0,41.66651,,6.400928,0.15267,0.100559995,0.038,0.139,,,16692,0.326
SHREECEM,Building Materials,Basic Materials,30737.75,900458872832,110.0,42.918713,28.920668,4.3691893,0.10199001,0.043509997,0.012,-0.513,,,34088,7.981
CHOLAFIN,Credit Services,Financial Services,1652.0,1182224351232,2.0,29.941084,,11.969989,0.39003,0.50688,0.275,0.226,0.02411,0.20701,1708562,738.948
HDFCBANK,Banks - Regional,Financial Services,1794.0,13303485038592,19.5,19.723951,18.09257,4.818251,0.25056,0.32936,0.63,0.39,0.01712,0.1153,13064490,
HAL,Aerospace & Defense,Industrials,5674.75,2831525085184,35.0,33.784267,31.550406,9.189316,0.26755,0.13498999,0.11,0.765,,,1520094,0.172
CIPLA,Drug Manufacturers - General,Healthcare,1702.05,1202428182528,13.0,27.934336,23.133934,4.64398,0.16621,0.22176,0.057,0.182,,,1174925,2.09
WIPRO,Information Technology Services,Technology,579.9,2859226365952,1.0,24.271997,21.387249,3.22425,0.13239999,0.16835,-0.01,0.214,0.076469995,0.15557,5061383,23.511
APOLLOHOSP,Medical Care Facilities,Healthcare,7316.95,998565216256,16.0,96.1491,85.10846,5.0619216,0.05258,0.09786,0.151,0.832,,,175256,72.845
ASIANPAINT,Specialty Chemicals,Basic Materials,3422.95,2867142066176,33.3,55.86402,104.74504,8.139523,0.14421,0.16344999,-0.023,-0.246,,,1047741,12.739
BHARTIARTL,Telecom Services,Communication Services,1779.0,10093045219328,8.0,98.057686,,6.6819763,0.066300005,0.23808001,0.028,1.502,0.053600002,0.10931,3433687,186.439
DABUR,Household & Personal Products,Consumer Defensive,672.0,989748133888,5.5,50.772858,39.903706,7.8410487,0.14885001,0.16299999,0.07,0.08,,,1506236,13.249
DMART,Discount Stores,Consumer Defensive,5484.85,2708741816320,,98.045,77.52439,4.9418178,0.04903,0.061339997,0.144,0.056,0.10529,0.14303,423122,3.54
ULTRACEMCO,Building Materials,Basic Materials,12138.0,3168750534656,70.0,48.309315,80.23351,4.471645,0.09246001,0.071279995,-0.024,-0.36,0.05631,0.11017,519636,27.025
LTIM,Information Technology Services,Technology,6574.95,1757311795200,65.0,37.59282,,4.783597,0.12668,0.18055001,0.093,0.077,0.13408,0.23783001,191685,11.029
HDFCLIFE,Insurance - Life,Financial Services,761.2,1556852506624,2.0,90.146126,112.61111,1.4046519,0.01528,-0.00115,0.23,0.154,0.0027,0.11574,2852689,6.088
SIEMENS,Specialty Industrial Machinery,Industrials,8129.9,2447348858880,10.0,98.03892,80.883865,11.33751,0.11383,0.116459996,0.068,0.269,,,314788,1.311
JSWSTEEL,Steel,Basic Materials,1063.0,2328572198912,7.3,46.28985,,1.3630455,0.029260002,0.07988,-0.11,-0.841,0.04442,0.06418,2540455,116.515
RELIANCE,Oil & Gas Refining & Marketing,Energy,3217.6,36226933456896,5.0,52.91293,36.961727,3.9166877,0.07343,0.11306,-0.002,-0.048,0.03875,0.08479,9285486,37.464
LICI,Insurance - Life,Financial Services,1222.0,5750051569664,13.0,13.66062,13.02277,0.6627887,0.05431,0.06021,0.101,0.095,,,1267995,0.001
ZOMATO,Internet Retail,Consumer Cyclical,298.25,2301755392000,,302.14288,92.96703,14.517536,0.0468,0.00959,0.685,4.0,-0.00148,0.03615,66796015,5.439
BAJAJ-AUTO,Auto Manufacturers,Consumer Cyclical,12774.0,2953165406208,80.0,38.910027,59.608105,5.8821144,0.14682001,0.21651,0.218,-0.304,0.16375,0.24445,644750,16.523
POWERGRID,Utilities - Regulated Electric,Utilities,366.25,2946433024000,11.25,18.381838,14.847201,6.4330983,0.34278,0.58168,-0.004,0.034,,,12976669,145.829
MOTHERSON,Auto Parts,Consumer Cyclical,216.99,1390582693888,0.8,41.322437,,1.3315816,0.029779999,0.05525,0.281,0.652,,0.13043,12694998,79.011
DRREDDY,Drug Manufacturers - Specialty & Generic,Healthcare,7107.45,5503397134336,8.0,97.65703,18.987207,19.075438,0.19264,0.23391001,0.139,-0.009,0.109280005,0.20589,257058,10.411
ICICIGI,Insurance - Diversified,Financial Services,2301.9,969299460096,11.0,43.09987,32.764095,4.3500967,0.099870004,0.15421,0.17,0.186,0.02927,0.16625,468681,
AMBUJACEM,Building Materials,Basic Materials,706.95,1368142512128,2.0,36.77312,,4.1764865,0.10127,0.09774,-0.046,-0.385,,,1607051,1.375
JIOFIN,Asset Management,Financial Services,394.7,2000331472896,,122.03922,,103.27543,0.82924,0.79367995,0.134,0.038,,,12396119,
TECHM,Information Technology Services,Technology,1761.85,1534001545216,43.0,46.51626,26.46392,2.9335694,0.062589996,0.09618,0.035,1.531,0.05886,0.12316,1743182,7.566
SBILIFE,Insurance - Life,Financial Services,1936.0,1718201090048,2.7,74.06093,63.979027,1.1429656,0.01451,0.01492,0.4,0.393,0.00379,0.14434,1639522,
HAVELLS,Electrical Equipment & Parts,Industrials,2106.0,1096427503616,9.0,75.19742,52.152306,5.4274826,0.06983,0.06178,0.164,0.078,0.08628,0.19171,720102,4.247
NAUKRI,Internet Content & Information,Communication Services,8472.0,1012515995648,24.0,151.52872,78.838326,39.13712,0.25106,0.29223,0.081,0.465,,,367084,0.779
EICHERMOT,Auto Manufacturers,Consumer Cyclical,5105.0,1281988493312,51.0,30.120703,,7.2258534,0.23584,0.27353,0.173,0.197,,,446734,2.324
ZYDUSLIFE,Drug Manufacturers - Specialty & Generic,Healthcare,1324.3,1006736834560,3.0,23.979664,,4.883445,0.20337,0.3051,0.208,0.314,,,531505,3.719
SBIN,Banks - Regional,Financial Services,912.0,7014751141888,13.7,10.267552,9.397714,2.1131108,0.20446,0.34765998,0.068,0.154,0.011039999,0.16654,9714947,
ONGC,Oil & Gas Integrated,Energy,345.0,3404845285376,12.75,7.4632554,6.117933,0.52723706,0.06893,0.08236,0.017,-0.297,,,12957019,41.957
ABB,Specialty Industrial Machinery,Industrials,9149.95,1632837304320,34.46,99.008156,77.00297,14.275674,0.14026,0.18069,0.128,0.5,0.10674,0.27488002,287276,0.747
RECLTD,Credit Services,Financial Services,654.0,1337675743232,14.0,9.158103,7.5482907,6.838232,0.74828005,0.95881,0.15,0.166,,,8408445,676.503
TVSMOTOR,Auto Manufacturers,Consumer Cyclical,2958.0,1217768587264,8.0,61.72336,,2.8992972,0.04493,0.1242,0.134,0.451,0.076230004,0.2561,2013276,312.048
BAJAJFINSV,Financial Conglomerates,Financial Services,2029.9,2774337323008,1.0,32.257698,34.55576,2.227882,0.06826,0.36283,0.288,0.083,0.05189,0.1619,875516,211.987
UNIONBANK,Banks - Regional,Financial Services,172.5,835115941888,3.6,5.337278,6.1993127,1.6703349,0.30695,0.47973,0.143,0.21,0.01117,0.15493,8881988,
TRENT,Apparel Retail,Consumer Cyclical,8345.0,2668945211392,3.2,153.84431,117.99087,19.268723,0.12316,0.105100006,0.562,1.262,,,590184,42.729
GRASIM,Building Materials,Basic Materials,2877.75,1766130843648,10.0,32.895596,33.744514,1.3202344,0.03929,0.15761,0.09,-0.244,,,656424,100.1
HINDALCO,Aluminum,Basic Materials,772.65,1603411116032,3.5,14.006397,,0.72887623,0.048979998,0.09956,0.076,0.252,,,4091058,57.303
TITAN,Luxury Goods,Consumer Cyclical,3886.95,2917137121280,11.0,84.03782,55.01095,5.5614305,0.06593,0.08164,0.115,-0.05,,,804872,165.315
TATAMOTORS,Auto Manufacturers,Consumer Cyclical,1179.0,3621486067712,3.0,9.813785,,0.8161284,0.07609,0.097270004,0.057,,,,10869898,117.15
NHPC,Utilities - Renewable,Utilities,118.4,788532494336,1.9,24.841772,18.55792,8.240404,0.3779,0.46971,-0.023,-0.01,,,31970913,78.779
TATASTEEL,Steel,Basic Materials,184.6,1857293778944,3.6,,,0.8274774,-0.01832,0.07593,-0.079,0.481,,,39728441,94.211
IRCTC,Railroads,Industrials,1138.9,663000055808,8.0,54.650066,46.565365,15.107521,0.27038,0.32231998,0.118,0.328,,,1429274,1.869
GAIL,Utilities - Regulated Gas,Utilities,246.3,1390300233728,11.0,12.00233,12.847879,1.028499,0.08352,0.104720004,0.059,0.773,,,10266505,28.232
BAJFINANCE,Credit Services,Financial Services,7830.0,4327785627648,36.0,27.777264,,12.644683,0.44922,0.59731996,0.163,0.104,0.04145,0.20686,1022200,290.321
TATACONSUM,Packaged Foods,Consumer Defensive,1269.0,1004100059136,7.65,81.290726,65.13052,6.1611137,0.07058,0.113170005,0.129,0.038,0.04674,0.062329996,2258129,14.401
ADANIPOWER,Utilities - Independent Power Producers,Utilities,895.85,2284465422336,,15.013941,-265.60538,4.2070146,0.29432,0.34761003,0.359,-0.556,,,2431975,80.231
ADANIPORTS,Marine Shipping,Industrials,1621.4,2895561883648,6.0,29.760775,39.45841,10.560294,0.33220002,0.4647,0.113,0.472,,,2077866,90.394
MARUTI,Auto Manufacturers,Consumer Cyclical,13680.0,3759062122496,125.0,24.569813,21.706358,2.59062,0.101339996,0.105500005,0.106,0.431,,,624461,0.138
BANKBARODA,Banks - Regional,Financial Services,299.7,1238644162560,7.6,6.1923475,10.872446,1.9693435,0.31804,0.45279,0.136,0.219,0.012150001,0.16038,13122631,
JINDALSTEL,Steel,Basic Materials,1097.0,925877665792,2.0,16.155436,44.222824,1.8134459,0.109519996,0.15835,0.082,-0.207,,,2311012,36.809
VEDL,Other Industrial Metals & Mining,Basic Materials,523.65,1807072755712,46.0,32.786175,9.818887,1.2543106,0.03613,0.23121999,0.057,0.365,,,11651906,172.98
NTPC,Utilities - Regulated Electric,Utilities,448.45,3958663544832,11.25,20.238459,16.442703,2.1554387,0.120179996,0.16645001,-0.006,0.143,0.04476,0.13656001,19637558,139.959
HEROMOTOCO,Auto Manufacturers,Consumer Cyclical,6246.25,1029035393024,115.0,24.38968,,2.6285503,0.10423,0.12299,0.154,0.471,,,709692,3.4
IRFC,Credit Services,Financial Services,229.0,1823058952192,1.5,27.267748,26.358822,27.636192,0.97589993,0.97652,0.012,0.008,0.013300001,0.13164,18705683,806.068
DLF,Real Estate - Development,Real Estate,967.6,1993370107904,5.0,53.47557,45.625366,27.15942,0.49104,0.30728,0.618,1.214,0.0231,0.09224,3785979,10.664
PNB,Banks - Regional,Financial Services,142.9,1111366696960,1.5,8.9793625,6.931209,2.681533,0.28329,0.43173,0.478,1.959,,,39747889,
ADANIGREEN,Utilities - Renewable,Utilities,2174.1,2690718367744,,256.47427,,25.02761,0.10492,0.54140997,0.376,-0.29,0.04514,0.11395001,707448,306.013
